PlotNumber,SiteUnit1,SiteUnit2,SiteUnit3,SiteUnit4,SiteUnit5,SiteUnit6,SiteUnit7,SiteUnit8,SiteUnit9,SiteUnit10,SiteUnit
Mor9a89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9a92,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9b01,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9b03,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9b84,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9b85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9b86,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9b87,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9b89,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9b92,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9c01,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9c03,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9c84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9c85,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9c86,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9c87,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9c89,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9c92,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9d01,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9d03,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9d83,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9d84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9d85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9d86,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9d87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9d89,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9d92,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9e01,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9e03,,,,,,,,,,,SBS dk   /10 $3bB Mountain alder - Horsetail
Mor9e83,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9e84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9e85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9e86,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9e87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9e89,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9e92,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
SGRAS05,,,,,,,,,,,SBS dk   /05-01 $6B At - Snowberry - Peavine
VRI717,,,,,,,,,,,SBS dk   /06
VRI832,,,,,,,,,,,SBS dk   /01
VRI840,,,,,,,,,,,SBS dk   /05
VTF13,,,,,,,,,,,SBS dk   /01
VTF16,,,,,,,,,,,SBS dk   /01
VTF17,,,,,,,,,,,SBS dk   /01
VTF18,,,,,,,,,,,SBS dk   /01
VTF21,,,,,,,,,,,SBS dk   /06 $5M ActSx - Highbush cranberry - Thimbleberry
VTF26,,,,,,,,,,,SBS dk   /01
VTF28,,,,,,,,,,,SBS dk   /06
VTF30,,,,,,,,,,,SBS dk   /06
Wal1a03,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Wal1b92,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Wal1c03,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Wal1d03,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Wal1d92,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Wal1e03,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Wal2d83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
